iter,niche_id,objective,fitness,x_0,x_1
0,nopt0,4.180163448889298,0.15453247979304713,0.6538660110683944,0.4312267487774062
0,nopt1,0.5672627461831807,0.6664888392396898,0.9716899756197547,0.9882189012202123
0,nopt2,4.070395634332443,0.6841661263092166,0.1637416544531679,0.023888813978811707
1,nopt0,4.180163448889298,0.15453247979304713,0.6538660110683944,0.4312267487774062
1,nopt1,1.1593373008047392,0.6713564737339758,0.10488323088556717,0.4468129517344519
1,nopt2,3.394383193315548,0.7092207827224893,0.1637416544531679,0.03516963772113326
2,nopt0,4.180163448889298,0.15453247979304713,0.6538660110683944,0.4312267487774062
2,nopt1,0.6062123690806425,0.7578237424550871,0.9716899756197547,0.2621467961899895
2,nopt2,2.572207709189102,0.712567477747471,0.9387518284798846,0.755221576661414
3,nopt0,4.180163448889298,0.15453247979304713,0.6538660110683944,0.4312267487774062
3,nopt1,1.7271376675972334,0.8091237971046907,0.9716899756197547,0.34713138873120064
3,nopt2,3.1628541731275663,0.712360015028452,0.14761376360453493,0.17483553789762363
4,nopt0,4.373759869684176,0.35339024489724247,0.7494472082944243,0.5462441691298419
4,nopt1,4.373759869684176,0.7750761730846011,0.2862986621063459,0.9074266589896376
4,nopt2,2.82232344908265,0.6468269776048221,0.0756871802056739,0.03516963772113326
5,nopt0,4.373759869684176,0.35339024489724247,0.7494472082944243,0.5462441691298419
5,nopt1,3.0370686971828285,0.8013787594436559,0.38900520811932426,0.857460529171645
5,nopt2,2.7331537283286655,0.6711453333202396,0.0143290644454429,0.2253587821824226
6,nopt0,4.373759869684176,0.35339024489724247,0.7494472082944243,0.5462441691298419
6,nopt1,3.6245147233876134,0.8216815850699049,1.0,0.7132283694656293
6,nopt2,1.6666703745808829,0.716539869152923,0.2688253532243601,0.24147190982808717
7,nopt0,4.373759869684176,0.35339024489724247,0.7494472082944243,0.5462441691298419
7,nopt1,1.1885727348093225,0.798199858442295,0.9205651780619332,0.523514841668046
7,nopt2,1.8806876174174838,0.6806226365825172,0.0,0.2203854080605901
8,nopt0,4.373759869684176,0.35339024489724247,0.7494472082944243,0.5462441691298419
8,nopt1,3.3638817701467847,0.7774532728236568,0.9582932120955678,0.8477856289110038
8,nopt2,2.9227503869573823,0.6267864748624191,0.11592319057464201,0.29438691614166895
9,nopt0,4.373759869684176,0.35339024489724247,0.7494472082944243,0.5462441691298419
9,nopt1,2.6604572247053473,0.8191352602710519,1.0,0.8894190264971304
9,nopt2,0.4195857090599927,0.5614182826077305,0.06201474555842251,0.01804617154840828
10,nopt0,4.373759869684176,0.35339024489724247,0.7494472082944243,0.5462441691298419
10,nopt1,3.147922157631652,0.8723391128589825,1.0,0.8894190264971304
10,nopt2,3.1820984151804215,0.6422910240832284,0.16813492386619155,0.13213265585500125
11,nopt0,4.547530959756912,0.4890885675304232,0.8542417615789606,0.659688321594242
11,nopt1,4.547530959756912,0.7962402609162565,0.7090005310449042,0.8815396946347378
11,nopt2,1.838155010094721,0.603929757777983,0.1882247282294986,0.08673446152339644
12,nopt0,4.547530959756912,0.4890885675304232,0.8542417615789606,0.659688321594242
12,nopt1,3.6349739648705395,0.8277959884292703,0.9190354567063377,1.0
12,nopt2,1.9869242544086902,0.5961060715725591,0.05734288481155592,0.31406432342756463
13,nopt0,4.86162706184712,0.8646715930909401,0.9726665054720638,0.9609809240913872
13,nopt1,4.86162706184712,0.9119550551892563,0.7213058717721857,1.0
13,nopt2,0.23573781890235435,0.5061362995960239,0.0,0.10401787666205818
14,nopt0,4.86162706184712,0.8646715930909401,0.9726665054720638,0.9609809240913872
14,nopt1,3.083813451017345,0.9064117230939184,0.9940203322869677,0.8818476182478928
14,nopt2,3.0674028899792516,0.4889144988826962,0.3875565466398897,0.09158046230920429
15,nopt0,4.86162706184712,0.8646715930909401,0.9726665054720638,0.9609809240913872
15,nopt1,4.148525608007403,0.8980873147971552,0.9940203322869677,0.8818476182478928
15,nopt2,1.8189389570088645,0.4794626172689752,0.043205544538764296,0.11035205698747048
16,nopt0,4.86162706184712,0.8646715930909401,0.9726665054720638,0.9609809240913872
16,nopt1,2.0025526443772144,0.9004857031715391,1.0,0.9057326800228304
16,nopt2,2.682889655888883,0.5152355051802442,0.3967828394303906,0.3074701910963874
17,nopt0,4.86162706184712,0.8646715930909401,0.9726665054720638,0.9609809240913872
17,nopt1,3.1024944004542894,0.8500151658711746,0.9958625988114651,0.7986583229079196
17,nopt2,2.0528058592431973,0.5282545200498031,0.0,0.26276353596453517
18,nopt0,4.86162706184712,0.8646715930909401,0.9726665054720638,0.9609809240913872
18,nopt1,3.949660880254322,0.7682561052259028,0.9958625988114651,0.8821826794910744
18,nopt2,3.3945654338526934,0.58442678021693,0.21729139599351568,0.18520251968327772
19,nopt0,4.86162706184712,0.8646715930909401,0.9726665054720638,0.9609809240913872
